Protocollo;Gruppo;DataOraIncidente;Localizzazione1;STRADA1;Localizzazione2;STRADA2;Strada02;Chilometrica;DaSpecificare;NaturaIncidente;particolaritastrade;TipoStrada;FondoStradale;Pavimentazione;Segnaletica;CondizioneAtmosferica;Traffico;Visibilita;Illuminazione;NUM_FERITI;NUM_RISERVATA;NUM_MORTI;NUM_ILLESI;Longitudine;Latitudine;Confermato;Progressivo;TipoVeicolo;StatoVeicolo;TipoPersona;Sesso;Tipolesione;Deceduto;DecedutoDopo;CinturaCascoUtilizzato;Airbag;
2530363;2;09/10/2015 03:00;Strada Urbana;VIALE MARESCIALLO PILSUDSKI;in prossimità;;del civico n.;38;;Scontro frontale/laterale DX fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Sufficiente;0;0;0;5;12.47602;41.92804;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso;
2530363;2;09/10/2015 03:00;Strada Urbana;VIALE MARESCIALLO PILSUDSKI;in prossimità;;del civico n.;38;;Scontro frontale/laterale DX fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Sufficiente;0;0;0;5;12.47602;41.92804;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Non accertato;Inesploso;
2530363;2;09/10/2015 03:00;Strada Urbana;VIALE MARESCIALLO PILSUDSKI;in prossimità;;del civico n.;38;;Scontro frontale/laterale DX fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Sufficiente;0;0;0;5;12.47602;41.92804;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Non accertato;Inesploso;
2530365;16;08/10/2015 12:40;Strada Urbana;CIRCONVALLAZIONE GIANICOLENSE;in prossimità;;del civico n.;354;;Tamponamento;Rettilineo;Più di due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;1;0;0;1;12.44411;41.87675;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso;
2530365;16;08/10/2015 12:40;Strada Urbana;CIRCONVALLAZIONE GIANICOLENSE;in prossimità;;del civico n.;354;;Tamponamento;Rettilineo;Più di due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;1;0;0;1;12.44411;41.87675;-1;2;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;Non accertato;;
2530390;4;08/10/2015 14:20;Strada Urbana;VIA CAMERATA PICENA;in corrispondenza;;del civico n.;365;;Scontro frontale/laterale SX fra veicoli in marcia;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;2;12.51332;41.98685;-1;1;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;;
2530390;4;08/10/2015 14:20;Strada Urbana;VIA CAMERATA PICENA;in corrispondenza;;del civico n.;365;;Scontro frontale/laterale SX fra veicoli in marcia;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Orizzontale;Sereno;Normale;Buona;Ore Diurne;0;0;0;2;12.51332;41.98685;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;;;
2530400;17;08/10/2015 19:50;Strada Urbana;VIA ANGELO EMO;in corrispondenza;;del civico n.;67;;Investimento di pedone;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Sufficiente;1;0;0;1;12.44713;41.90479;-1;;;;Pedone;F;Rimandato;0;NON DECEDUTO;;;
2530400;17;08/10/2015 19:50;Strada Urbana;VIA ANGELO EMO;in corrispondenza;;del civico n.;67;;Investimento di pedone;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Sufficiente;1;0;0;1;12.44713;41.90479;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;;
2530413;16;08/10/2015 11:40;Strada Urbana;VIA AURELIA ANTICA;in corrispondenza;;del civico n.;446;;Scontro frontale/laterale DX fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;1;0;0;1;12.42342;41.88899;-1;1;Motociclo a solo;In marcia / fermata / arresto;Conducente;F;Rimandato;0;NON DECEDUTO;Non accertato;;
2530413;16;08/10/2015 11:40;Strada Urbana;VIA AURELIA ANTICA;in corrispondenza;;del civico n.;446;;Scontro frontale/laterale DX fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;1;0;0;1;12.42342;41.88899;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;;
2530439;10;09/10/2015 09:50;Provinciale;VIA ANAGNINA;da specificare;;;;altezza via Capistrano;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Orizzontale;Nuvoloso;Normale;Buona;Ore Diurne;1;0;0;1;12.58792;41.83992;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Rifiuta cure immediate;0;NON DECEDUTO;Non accertato;Inesploso;
2530439;10;09/10/2015 09:50;Provinciale;VIA ANAGNINA;da specificare;;;;altezza via Capistrano;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Orizzontale;Nuvoloso;Normale;Buona;Ore Diurne;1;0;0;1;12.58792;41.83992;-1;2;Autocarro superiore 35 q.;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesistente;
2530442;17;08/10/2015 08:20;Strada Urbana;VIA DEGLI SCIPIONI;all'intersezione con;VIA VESPASIANO;VIA VESPASIANO;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Una carreggiata a senso unico di marcia;Asciutto;Con buche;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;1;0;0;1;12.4568;41.90824;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso;
2530442;17;08/10/2015 08:20;Strada Urbana;VIA DEGLI SCIPIONI;all'intersezione con;VIA VESPASIANO;VIA VESPASIANO;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Una carreggiata a senso unico di marcia;Asciutto;Con buche;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;1;0;0;1;12.4568;41.90824;-1;2;Motociclo a solo;In marcia / fermata / arresto;Conducente;F;Rimandato;0;NON DECEDUTO;Non accertato;;
2530457;11;09/10/2015 09:20;Strada Urbana;VIA OSTIENSE;in prossimità;;del civico n.;160/c;;Scontro laterale fra veicoli in marcia;Rettilineo;Più di due carreggiate;Asciutto;Asfaltata;Orizzontale;Nuvoloso;Normale;Buona;Ore Diurne;1;0;0;1;12.47879;41.86482;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso;
2530457;11;09/10/2015 09:20;Strada Urbana;VIA OSTIENSE;in prossimità;;del civico n.;160/c;;Scontro laterale fra veicoli in marcia;Rettilineo;Più di due carreggiate;Asciutto;Asfaltata;Orizzontale;Nuvoloso;Normale;Buona;Ore Diurne;1;0;0;1;12.47879;41.86482;-1;2;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;Non accertato;;
2530511;1;09/10/2015 11:15;Strada Urbana;PIAZZALE NUMA POMPILIO;all'intersezione semaforizzata con;VIALE DELLE TERME DI CARACALLA;VIALE DELLE TERME DI CARACALLA;;;Scontro laterale fra veicoli in marcia;Intersezione semaforizzata;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Nuvoloso;Normale;Buona;Ore Diurne;0;0;0;2;12.49524;41.87942;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso;
2530511;1;09/10/2015 11:15;Strada Urbana;PIAZZALE NUMA POMPILIO;all'intersezione semaforizzata con;VIALE DELLE TERME DI CARACALLA;VIALE DELLE TERME DI CARACALLA;;;Scontro laterale fra veicoli in marcia;Intersezione semaforizzata;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Nuvoloso;Normale;Buona;Ore Diurne;0;0;0;2;12.49524;41.87942;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso;
2530546;3;08/10/2015 09:30;Strada Urbana;CIRCONVALLAZIONE TIBURTINA;da specificare;;;;direzione S.Giovanni altezza Easy Box;Tamponamento Multiplo;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Intenso;Buona;Ore Diurne;2;0;0;2;12.52575;41.89793;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso;
2530546;3;08/10/2015 09:30;Strada Urbana;CIRCONVALLAZIONE TIBURTINA;da specificare;;;;direzione S.Giovanni altezza Easy Box;Tamponamento Multiplo;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Intenso;Buona;Ore Diurne;2;0;0;2;12.52575;41.89793;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Rimandato;0;NON DECEDUTO;Non accertato;Inesploso;
2530546;3;08/10/2015 09:30;Strada Urbana;CIRCONVALLAZIONE TIBURTINA;da specificare;;;;direzione S.Giovanni altezza Easy Box;Tamponamento Multiplo;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Intenso;Buona;Ore Diurne;2;0;0;2;12.52575;41.89793;-1;3;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Rimandato;0;NON DECEDUTO;Non accertato;Inesploso;
2530546;3;08/10/2015 09:30;Strada Urbana;CIRCONVALLAZIONE TIBURTINA;da specificare;;;;direzione S.Giovanni altezza Easy Box;Tamponamento Multiplo;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Intenso;Buona;Ore Diurne;2;0;0;2;12.52575;41.89793;-1;4;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso;
2530585;11;09/10/2015 10:10;Strada Urbana;VIA DELL'ALMONE;in corrispondenza;;del civico n.;111;;Scontro frontale/laterale DX fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Orizzontale;Nuvoloso;Normale;Buona;Ore Diurne;1;0;0;1;12.53019;41.85483;-1;1;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Rifiuta cure immediate;0;NON DECEDUTO;Non accertato;;
2530585;11;09/10/2015 10:10;Strada Urbana;VIA DELL'ALMONE;in corrispondenza;;del civico n.;111;;Scontro frontale/laterale DX fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Orizzontale;Nuvoloso;Normale;Buona;Ore Diurne;1;0;0;1;12.53019;41.85483;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso;
2530691;10;09/10/2015 11:00;Strada Urbana;VIA SAN GIORGIO MORGETO;in corrispondenza;;del civico n.;130;;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Orizzontale;Nuvoloso;Scarso;Buona;Ore Diurne;0;0;0;2;12.58673;41.83562;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso;
2530691;10;09/10/2015 11:00;Strada Urbana;VIA SAN GIORGIO MORGETO;in corrispondenza;;del civico n.;130;;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Orizzontale;Nuvoloso;Scarso;Buona;Ore Diurne;0;0;0;2;12.58673;41.83562;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso;
2530700;3;07/10/2015 11:00;Strada Urbana;VIALE DEL POLICLINICO;da specificare;;;;pross. Piazza della Croce Rossa;Scontro laterale fra veicoli in marcia;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Nuvoloso;Intenso;Buona;Ore Diurne;0;0;0;4;12.50439;41.90826;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso;
2530700;3;07/10/2015 11:00;Strada Urbana;VIALE DEL POLICLINICO;da specificare;;;;pross. Piazza della Croce Rossa;Scontro laterale fra veicoli in marcia;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Nuvoloso;Intenso;Buona;Ore Diurne;0;0;0;4;12.50439;41.90826;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Non accertato;Inesploso;
2530700;3;07/10/2015 11:00;Strada Urbana;VIALE DEL POLICLINICO;da specificare;;;;pross. Piazza della Croce Rossa;Scontro laterale fra veicoli in marcia;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Nuvoloso;Intenso;Buona;Ore Diurne;0;0;0;4;12.50439;41.90826;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Non accertato;Inesploso;
2530700;3;07/10/2015 11:00;Strada Urbana;VIALE DEL POLICLINICO;da specificare;;;;pross. Piazza della Croce Rossa;Scontro laterale fra veicoli in marcia;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Nuvoloso;Intenso;Buona;Ore Diurne;0;0;0;4;12.50439;41.90826;-1;2;Autoarticolato;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso;
2530702;3;08/10/2015 10:50;Strada Urbana;CIRCONVALLAZIONE NOMENTANA;all'intersezione semaforizzata con;LARGO RODOLFO LANCIANI;LARGO RODOLFO LANCIANI;;;Scontro frontale/laterale DX fra veicoli in marcia;Intersezione semaforizzata;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;1;0;0;1;12.5264;41.92058;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso;
2530702;3;08/10/2015 10:50;Strada Urbana;CIRCONVALLAZIONE NOMENTANA;all'intersezione semaforizzata con;LARGO RODOLFO LANCIANI;LARGO RODOLFO LANCIANI;;;Scontro frontale/laterale DX fra veicoli in marcia;Intersezione semaforizzata;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;1;0;0;1;12.5264;41.92058;-1;2;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;Non accertato;Inesploso;
2530710;3;06/10/2015 23:10;Strada Urbana;VIA RUBICONE;all'intersezione con;VIA GARIGLIANO;VIA GARIGLIANO;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale;Sereno;Scarso;Buona;Sufficiente;0;0;0;3;12.50098;41.91986;-1;1;Veicolo speciale;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso;
2530710;3;06/10/2015 23:10;Strada Urbana;VIA RUBICONE;all'intersezione con;VIA GARIGLIANO;VIA GARIGLIANO;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale;Sereno;Scarso;Buona;Sufficiente;0;0;0;3;12.50098;41.91986;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso;
2530710;3;06/10/2015 23:10;Strada Urbana;VIA RUBICONE;all'intersezione con;VIA GARIGLIANO;VIA GARIGLIANO;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale;Sereno;Scarso;Buona;Sufficiente;0;0;0;3;12.50098;41.91986;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;Non accertato;Inesploso;
2530740;3;08/10/2015 10:30;Strada Urbana;VIA TIBURTINA;da specificare;;;;prossimità del civ 221 corsia centrale;Scontro frontale/laterale SX fra veicoli in marcia;Rettilineo;Più di due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;1;0;0;1;12.53023;41.90812;-1;1;Autovettura pubblica;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso;
2530740;3;08/10/2015 10:30;Strada Urbana;VIA TIBURTINA;da specificare;;;;prossimità del civ 221 corsia centrale;Scontro frontale/laterale SX fra veicoli in marcia;Rettilineo;Più di due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;1;0;0;1;12.53023;41.90812;-1;2;Motociclo a solo;In marcia / fermata / arresto;Conducente;F;Rimandato;0;NON DECEDUTO;Non accertato;;
2530743;3;05/10/2015 03:45;Strada Urbana;CIRCONVALLAZIONE SALARIA;da specificare;;;;dir san giovanni h. prati fiscali;Fuoriuscita dalla sede stradale;Cavalcavia;Due carreggiate;Bagnato (pioggia);Asfaltata;Verticale ed orizzontale;Pioggia in atto;Scarso;Buona;Sufficiente;1;0;0;0;12.51053;41.93818;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Rimandato;0;NON DECEDUTO;Non accertato;Inesploso;
2530745;3;08/10/2015 10:30;Strada Urbana;CIRCONVALLAZIONE NOMENTANA;da specificare;;;;fronte civ. 248 direzione Salaria;Scontro laterale fra veicoli in marcia;Rettilineo;Più di due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;1;0;0;1;12.5272;41.91849;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso;
2530745;3;08/10/2015 10:30;Strada Urbana;CIRCONVALLAZIONE NOMENTANA;da specificare;;;;fronte civ. 248 direzione Salaria;Scontro laterale fra veicoli in marcia;Rettilineo;Più di due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;1;0;0;1;12.5272;41.91849;-1;2;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;Non accertato;;
2530746;3;08/10/2015 20:00;Strada Urbana;VIA NOMENTANA;in prossimità;;del civico n.;110;;Tamponamento Multiplo;Rettilineo;Più di due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Sufficiente;Sufficiente;2;0;0;3;12.5144;41.91797;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso;
2530746;3;08/10/2015 20:00;Strada Urbana;VIA NOMENTANA;in prossimità;;del civico n.;110;;Tamponamento Multiplo;Rettilineo;Più di due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Sufficiente;Sufficiente;2;0;0;3;12.5144;41.91797;-1;2;Autocarro inferiore 35 q.;In marcia / fermata / arresto;Conducente;M;Rifiuta cure immediate;0;NON DECEDUTO;Non accertato;Inesploso;
2530746;3;08/10/2015 20:00;Strada Urbana;VIA NOMENTANA;in prossimità;;del civico n.;110;;Tamponamento Multiplo;Rettilineo;Più di due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Sufficiente;Sufficiente;2;0;0;3;12.5144;41.91797;-1;2;Autocarro inferiore 35 q.;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Non accertato;Inesploso;
2530746;3;08/10/2015 20:00;Strada Urbana;VIA NOMENTANA;in prossimità;;del civico n.;110;;Tamponamento Multiplo;Rettilineo;Più di due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Sufficiente;Sufficiente;2;0;0;3;12.5144;41.91797;-1;3;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;Non accertato;Inesploso;
2530746;3;08/10/2015 20:00;Strada Urbana;VIA NOMENTANA;in prossimità;;del civico n.;110;;Tamponamento Multiplo;Rettilineo;Più di due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Sufficiente;Sufficiente;2;0;0;3;12.5144;41.91797;-1;4;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Esploso;
2530749;6;09/10/2015 13:00;Strada Urbana;VIA DEI LUCANI;in prossimità;;del civico n.;18;;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Assente;Nuvoloso;Normale;Buona;Ore Diurne;0;0;0;2;12.51498;41.89466;-1;1;Autocarro inferiore 35 q.;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso;
2530749;6;09/10/2015 13:00;Strada Urbana;VIA DEI LUCANI;in prossimità;;del civico n.;18;;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Assente;Nuvoloso;Normale;Buona;Ore Diurne;0;0;0;2;12.51498;41.89466;-1;2;Autocarro inferiore 35 q.;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso;
2530757;3;07/10/2015 16:20;Strada Urbana;VIA NOMENTANA;da specificare;;;;corsia complanare dir.ne Montesacro  fr. civ. 187 ;Veicolo in marcia contro veicolo arresto;Rettilineo;Più di due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;1;0;0;1;12.55238;41.94111;-1;1;Autovettura pubblica;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso;
2530757;3;07/10/2015 16:20;Strada Urbana;VIA NOMENTANA;da specificare;;;;corsia complanare dir.ne Montesacro  fr. civ. 187 ;Veicolo in marcia contro veicolo arresto;Rettilineo;Più di due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;1;0;0;1;12.55238;41.94111;-1;2;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;Non accertato;;
2530769;12;09/10/2015 11:00;Strada Urbana;VIA DI ACQUA ACETOSA OSTIENSE;all'intersezione con;VIA CRISTOFORO COLOMBO;VIA CRISTOFORO COLOMBO;;;Tamponamento;Incrocio;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Nuvoloso;Normale;Buona;Ore Diurne;0;0;0;3;12.4538;41.80865;-1;1;Autocarro inferiore 35 q.;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesistente;
2530769;12;09/10/2015 11:00;Strada Urbana;VIA DI ACQUA ACETOSA OSTIENSE;all'intersezione con;VIA CRISTOFORO COLOMBO;VIA CRISTOFORO COLOMBO;;;Tamponamento;Incrocio;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Nuvoloso;Normale;Buona;Ore Diurne;0;0;0;3;12.4538;41.80865;-1;2;Autovettura di polizia;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Esente;Inesploso;
2530769;12;09/10/2015 11:00;Strada Urbana;VIA DI ACQUA ACETOSA OSTIENSE;all'intersezione con;VIA CRISTOFORO COLOMBO;VIA CRISTOFORO COLOMBO;;;Tamponamento;Incrocio;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Nuvoloso;Normale;Buona;Ore Diurne;0;0;0;3;12.4538;41.80865;-1;2;Autovettura di polizia;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Esente;Inesploso;
2530780;23;08/10/2015 07:15;Strada Urbana;VIA CRISTOFORO COLOMBO;in corrispondenza;;del civico n.;2088;;Veicolo in marcia contro ostacolo accidentale;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Ore Diurne;0;0;0;2;12.36482;41.75149;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;;
2530780;23;08/10/2015 07:15;Strada Urbana;VIA CRISTOFORO COLOMBO;in corrispondenza;;del civico n.;2088;;Veicolo in marcia contro ostacolo accidentale;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;Ore Diurne;0;0;0;2;12.36482;41.75149;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;;;
2530783;13;09/10/2015 12:20;Strada Urbana;VIA DOMENICO BAFFIGO;in prossimità;;del civico n.;15;;Tamponamento;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;1;0;0;1;12.26151;41.73716;-1;1;Autovettura di polizia;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;Non accertato;Inesploso;
2530783;13;09/10/2015 12:20;Strada Urbana;VIA DOMENICO BAFFIGO;in prossimità;;del civico n.;15;;Tamponamento;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;1;0;0;1;12.26151;41.73716;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso;
2530801;23;08/10/2015 11:50;Strada Urbana;VIA CRISTOFORO COLOMBO;all'intersezione semaforizzata con;VIA DI MALAFEDE;VIA DI MALAFEDE;;;Tamponamento;Intersezione semaforizzata;Più di due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;1;0;0;1;12.39686;41.77569;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;Utilizzato;Inesploso;
2530801;23;08/10/2015 11:50;Strada Urbana;VIA CRISTOFORO COLOMBO;all'intersezione semaforizzata con;VIA DI MALAFEDE;VIA DI MALAFEDE;;;Tamponamento;Intersezione semaforizzata;Più di due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;Ore Diurne;1;0;0;1;12.39686;41.77569;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Utilizzato;Esploso;
2530824;18;08/10/2015 13:00;Strada Urbana;VIA DI BOCCEA;in prossimità;;del civico n.;211;;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Intenso;Buona;Ore Diurne;1;0;0;0;12.42102;41.90327;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Rifiuta cure immediate;0;NON DECEDUTO;Non accertato;Inesploso;
2530829;13;09/10/2015 10:50;Strada Urbana;VIA DEI BRAGOZZI;in prossimità;;del civico n.;52;;Veicolo in marcia contro veicolo in sosta;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Assente;Nuvoloso;Normale;Sufficiente;Ore Diurne;0;0;0;1;12.27464;41.73437;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso;
